Category,Range,Uform Discount Group,Family,Product code,Description,H,W,D,Price (inc. VAT),Price (ex. VAT)
Doors & Accessories,Clifden,CFHG,Clifden - Heritage Green,CFHG-6851200CPANPTKT,Full Height C Shape End Panel/Post Kit For 1200 wide island,685,1200,18,£188.22,£156.85
Doors & Accessories,Clifden,CFHG,Clifden - Heritage Green,CFHG-685397,685 x 397,685,397,18,£56.94,£47.45
Doors & Accessories,Clifden,CFHG,Clifden - Heritage Green,CFHG-685447,685 x 447,685,447,18,£63.73,£53.11
Doors & Accessories,Clifden,CFHG,Clifden - Heritage Green,CFHG-685497,685 x 497,685,497,18,£70.10,£58.42
Doors & Accessories,Clifden,CFHG,Clifden - Heritage Green,CFHG-685597,685 x 597,685,597,18,£81.16,£67.63
Doors & Accessories,Clifden,CFHG,Clifden - Heritage Green,CFHG-685600LPANPTKT,Full Height L Shape Panel/Post Kit for base,685,600,18,£131.45,£109.54
Doors & Accessories,Clifden,CFHG,Clifden - Heritage Green,CFHG-685900CPANPTKT,Full Height C Shape End Panel/Post Kit For 900 wide island,685,900,18,£166.73,£138.94
Doors & Accessories,Clifden,CFHG,Clifden - Heritage Green,CFHG-685BASECRPOST,internal corner post: 685 x 70 x 70,685,70,70,£53.36,£44.47
Doors & Accessories,Clifden,CFHG,Clifden - Heritage Green,CFHG-685EXTCRPOST,external corner post: 685 x 46 x 46,685,46,46,£35.28,£29.40
Doors & Accessories,Clifden,CFHG,Clifden - Heritage Green,CFHG-715147SLAB,715 x 147,715,147,18,£18.77,£15.64
Doors & Accessories,Clifden,CFHG,Clifden - Heritage Green,CFHG-715277,715 x 277,715,277,18,£33.07,£27.56
Doors & Accessories,Clifden,CFHG,Clifden - Heritage Green,CFHG-715297,715 x 297,715,297,18,£34.84,£29.03
Doors & Accessories,Clifden,CFHG,Clifden - Heritage Green,CFHG-715315,715 x 315,715,315,18,£36.74,£30.62
Doors & Accessories,Clifden,CFHG,Clifden - Heritage Green,CFHG-715347,715 x 347,715,347,18,£39.60,£33.00
Doors & Accessories,Clifden,CFHG,Clifden - Heritage Green,CFHG-715397,715 x 397,715,397,18,£44.41,£37.01
Doors & Accessories,Clifden,CFHG,Clifden - Heritage Green,CFHG-715397PF,715 x 397 plain frame,715,397,18,£69.28,£57.73
Doors & Accessories,Clifden,CFHG,Clifden - Heritage Green,CFHG-715447,715 x 447,715,447,18,£49.18,£40.98
Doors & Accessories,Clifden,CFHG,Clifden - Heritage Green,CFHG-715497,715 x 497,715,497,18,£53.14,£44.28
Doors & Accessories,Clifden,CFHG,Clifden - Heritage Green,CFHG-715497PF,715 x 497 plain frame,715,497,18,£82.30,£68.58
Doors & Accessories,Clifden,CFHG,Clifden - Heritage Green,CFHG-715547,715 x 547,715,547,18,£57.86,£48.22
Doors & Accessories,Clifden,CFHG,Clifden - Heritage Green,CFHG-715597,715 x 597,715,597,18,£62.59,£52.16
Doors & Accessories,Clifden,CFHG,Clifden - Heritage Green,CFHG-715BASECRPOSTPR,internal corner posts: 715 x 70 x 18 (2no.),715,70,70,£37.54,£31.28
Doors & Accessories,Clifden,CFHG,Clifden - Heritage Green,CFHG-30MMCRPOST,30mm corner post: 720 x 30 x 30,720,30,30,£30.97,£25.81
Doors & Accessories,Clifden,CFHG,Clifden - Heritage Green,CFHG-825597,825 x 597,825,597,18,£71.76,£59.80
Doors & Accessories,Clifden,CFHG,Clifden - Heritage Green,CFHG-825597FD,825 x 597 with cross rail - top panel height 307mm,825,597,18,£82.48,£68.73
Doors & Accessories,Clifden,CFHG,Clifden - Heritage Green,CFHG-MANTLECORLRGKT,large mantle corbal: 850 x 150 x 448 includes 2 fi xing brackets,850,100,100,£361.40,£301.17
Doors & Accessories,Clifden,CFHG,Clifden - Heritage Green,CFHG-895297,895 x 297,895,297,18,£43.34,£36.12
Doors & Accessories,Clifden,CFHG,Clifden - Heritage Green,CFHG-895297FD,895 x 297 with cross rail - top panel height 307mm,895,297,18,£49.82,£41.52
Doors & Accessories,Clifden,CFHG,Clifden - Heritage Green,CFHG-895397,895 x 397,895,397,18,£55.67,£46.39
Doors & Accessories,Clifden,CFHG,Clifden - Heritage Green,CFHG-895397FD,895 x 397 with cross rail - top panel height 307mm,895,397,18,£63.98,£53.32
Doors & Accessories,Clifden,CFHG,Clifden - Heritage Green,CFHG-895447,895 x 447,895,447,18,£62.65,£52.21
Doors & Accessories,Clifden,CFHG,Clifden - Heritage Green,CFHG-895447FD,895 x 447 with cross rail - top panel height 307mm,895,447,18,£72.01,£60.01
Doors & Accessories,Clifden,CFHG,Clifden - Heritage Green,CFHG-895497,895 x 497,895,497,18,£68.00,£56.67
Doors & Accessories,Clifden,CFHG,Clifden - Heritage Green,CFHG-895497FD,895 x 497 with cross rail - top panel height 307mm,895,497,18,£78.17,£65.14
Doors & Accessories,Clifden,CFHG,Clifden - Heritage Green,CFHG-895497PF,895 x 497 plain frame,895,497,18,£98.21,£81.84
Doors & Accessories,Clifden,CFHG,Clifden - Heritage Green,CFHG-895597,895 x 597,895,597,18,£77.92,£64.93
Doors & Accessories,Clifden,CFHG,Clifden - Heritage Green,CFHG-895597FD,895 x 597 with cross rail - top panel height 307mm,895,597,18,£92.33,£76.94
Doors & Accessories,Clifden,CFHG,Clifden - Heritage Green,CFHG-18MM9001200BDPN,beaded end panel: 900 x 1200 x 18,900,1200,18,£148.56,£123.80
Doors & Accessories,Clifden,CFHG,Clifden - Heritage Green,CFHG-18MM9001200PAN,plain end panel: 900 x 1200 x 18,900,1200,18,£117.18,£97.65
Doors & Accessories,Clifden,CFHG,Clifden - Heritage Green,CFHG-18MM900650BDPN,beaded end panel: 900 x 650 x 18,900,650,18,£80.46,£67.05
Doors & Accessories,Clifden,CFHG,Clifden - Heritage Green,CFHG-18MM900650PAN,plain end panel: 900 x 650 x 18,900,650,18,£63.46,£52.88
Doors & Accessories,Clifden,CFHG,Clifden - Heritage Green,CFHG-900MODPILASTER,modular pilaster: 900 x 75 x 75,900,75,75,£64.73,£53.94
Doors & Accessories,Clifden,CFHG,Clifden - Heritage Green,CFHG-18MM960360BDPN,beaded end panel: 960 x 360 x 18,960,360,18,£46.21,£38.51
Doors & Accessories,Clifden,CFHG,Clifden - Heritage Green,CFHG-18MM960360PAN,plain end panel: 960 x 360 x 18,960,360,18,£35.68,£29.73
Doors & Accessories,Clifden,CFHG,Clifden - Heritage Green,CFHG-980597,980 x 597,980,597,18,£85.33,£71.11
Doors & Accessories,Clifden,CFHG,Clifden - Heritage Green,CFHG-1215497PF,1215 x 497 plain frame,1215,497,18,£140.48,£117.07
Doors & Accessories,Clifden,CFHG,Clifden - Heritage Green,CFHG-1245297,1245 x 297,1245,297,18,£55.97,£46.64
Doors & Accessories,Clifden,CFHG,Clifden - Heritage Green,CFHG-1245397,1245 x 397,1245,397,18,£72.61,£60.51
Doors & Accessories,Clifden,CFHG,Clifden - Heritage Green,CFHG-1245497,1245 x 497,1245,497,18,£89.26,£74.38
Doors & Accessories,Clifden,CFHG,Clifden - Heritage Green,CFHG-1245597,1245 x 597,1245,597,18,£105.85,£88.21
Doors & Accessories,Clifden,CFHG,Clifden - Heritage Green,CFHG-1425297FD,1425 x 297 with cross rail - top panel height 307mm,1425,297,18,£95.20,£79.33
Doors & Accessories,Clifden,CFHG,Clifden - Heritage Green,CFHG-1425597FD,1425 x 597 with cross rail - top panel height 307mm,1425,597,18,£163.07,£135.89
Doors & Accessories,Clifden,CFHG,Clifden - Heritage Green,CFHG-1965297,1965 x 297,1965,297,18,£103.13,£85.94
Doors & Accessories,Clifden,CFHG,Clifden - Heritage Green,CFHG-1965397,1965 x 397,1965,397,18,£134.08,£111.73
Doors & Accessories,Clifden,CFHG,Clifden - Heritage Green,CFHG-1965497,1965 x 497,1965,497,18,£174.29,£145.24
Doors & Accessories,Clifden,CFHG,Clifden - Heritage Green,CFHG-1965597,1965 x 597,1965,597,18,£188.88,£157.40
Doors & Accessories,Clifden,CFHG,Clifden - Heritage Green,CFHG-28MMSHELF,flying shelf: 28 x 2400 x 325,2400,325,28,£200.83,£167.36
Doors & Accessories,Clifden,CFHG,Clifden - Heritage Green,CFHG-18MM2430650BDPN,beaded tall end panel: 2430 x 650 x 18,2430,650,18,£231.34,£192.78
Doors & Accessories,Clifden,CFHG,Clifden - Heritage Green,CFHG-18MM2430650PAN,plain end panel: 2430 x 650 x 18,2430,650,18,£182.80,£152.33
Doors & Accessories,Clifden,CFHG,Clifden - Heritage Green,CFHG-18MM2430910BDPN,beaded tall end panel: 910 x 2430 x 18,2430,910,18,£275.71,£229.76
Doors & Accessories,Clifden,CFHG,Clifden - Heritage Green,CFHG-18MM2430910PAN,plain end panel: 910 x 2430 x 18,2430,910,18,£291.10,£242.58
Doors & Accessories,Clifden,CFHG,Clifden - Heritage Green,CFHG-2450QUADRANT,quadrant end moulding: 2450 x 50 x 70,2450,70,50,£65.75,£54.79
Doors & Accessories,Clifden,CFHG,Clifden - Heritage Green,CFHG-MOULDPLINTH,moulded modern plinth: 150 x 3050 x 20,2450,150,20,£69.71,£58.09
Doors & Accessories,Clifden,CFHG,Clifden - Heritage Green,CFHG-FEATPLINTH,feature plinth: 150 x 2500 x 9,2500,150,9,£35.52,£29.60
Doors & Accessories,Clifden,CFHG,Clifden - Heritage Green,CFHG-3000POST,tall feature end post: 3000 x 50 x 75,3000,75,50,£83.36,£69.47
Doors & Accessories,Clifden,CFHG,Clifden - Heritage Green,CFHG-CORNICE,cornice: 75 x 3050 x 82,3050,82,75,£72.70,£60.58
Doors & Accessories,Clifden,CFHG,Clifden - Heritage Green,CFHG-PLINTH,plinth: 150 x 3045 x 18,3050,150,18,£45.00,£37.50
Doors & Accessories,Clifden,CFHG,Clifden - Heritage Green,CFHG-SHELFEDGING,edge moulding: 27 x 3050 x 47.5,3050,47.5,27,£55.30,£46.08
Doors & Accessories,Clifden,CFHG,Clifden - Heritage Green,CFHG-UNIMOULDING,universal moulding: 35 x 3050 x 60,3050,60,35,£57.20,£47.67
Doors & Accessories,Clifden,CFLG,Clifden - Light Grey,CFLG-115597,115 x 597 slab drawerfront,115,597,18,£14.80,£12.33
Doors & Accessories,Clifden,CFLG,Clifden - Light Grey,CFLG-140297,140 x 297 slab drawerfront,140,297,18,£10.88,£9.07
Doors & Accessories,Clifden,CFLG,Clifden - Light Grey,CFLG-140397,140 x 397 slab drawerfront,140,397,18,£12.85,£10.71
Doors & Accessories,Clifden,CFLG,Clifden - Light Grey,CFLG-140447,140 x 447 slab drawerfront,140,447,18,£13.84,£11.53
Doors & Accessories,Clifden,CFLG,Clifden - Light Grey,CFLG-140497,140 x 497 slab drawerfront,140,497,18,£14.81,£12.34
Doors & Accessories,Clifden,CFLG,Clifden - Light Grey,CFLG-140597,140 x 597 slab drawerfront,140,597,18,£16.81,£14.01
Doors & Accessories,Clifden,CFLG,Clifden - Light Grey,CFLG-140797,140 x 797 slab drawerfront,140,797,18,£20.17,£16.81
Doors & Accessories,Clifden,CFLG,Clifden - Light Grey,CFLG-140897,140 x 897 slab drawerfront,140,897,18,£22.09,£18.41
Doors & Accessories,Clifden,CFLG,Clifden - Light Grey,CFLG-140997,140 x 997 slab drawerfront,140,997,18,£23.98,£19.98
Doors & Accessories,Clifden,CFLG,Clifden - Light Grey,CFLG-175397,175 x 397 slab drawerfront,175,397,18,£16.43,£13.69
Doors & Accessories,Clifden,CFLG,Clifden - Light Grey,CFLG-175497,175 x 497 slab drawerfront,175,497,18,£16.87,£14.06
Doors & Accessories,Clifden,CFLG,Clifden - Light Grey,CFLG-175597,175 x 597 slab drawerfront,175,597,18,£19.28,£16.07
Doors & Accessories,Clifden,CFLG,Clifden - Light Grey,CFLG-BRACKET,shelf bracket: 180 x 35 x 140 (1no.),180,140,35,£43.09,£35.91
Doors & Accessories,Clifden,CFLG,Clifden - Light Grey,CFLG-283497,283 x 497 pan drawer,283,497,18,£24.80,£20.67
Doors & Accessories,Clifden,CFLG,Clifden - Light Grey,CFLG-283597,283 x 597 pan drawer,283,597,18,£28.56,£23.80
Doors & Accessories,Clifden,CFLG,Clifden - Light Grey,CFLG-283797,283 x 797 pan drawer,283,797,18,£36.02,£30.02
Doors & Accessories,Clifden,CFLG,Clifden - Light Grey,CFLG-283897,283 x 897 pan drawer,283,897,18,£39.78,£33.15
Doors & Accessories,Clifden,CFLG,Clifden - Light Grey,CFLG-283997,283 x 997 pan drawer,283,997,18,£43.57,£36.31
Doors & Accessories,Clifden,CFLG,Clifden - Light Grey,CFLG-315457,315 x 457,315,457,18,£36.95,£30.79
Doors & Accessories,Clifden,CFLG,Clifden - Light Grey,CFLG-18MM3251108PAN,half height plain end panel: 325 x 1108 x 18,325,1108,18,£39.37,£32.81
Doors & Accessories,Clifden,CFLG,Clifden - Light Grey,CFLG-18MM325808PAN,half height plain end panel: 325 x 808 x 18,325,808,18,£37.15,£30.96
Doors & Accessories,Clifden,CFLG,Clifden - Light Grey,CFLG-3251197,325 x 1197 pan drawer,325,1197,18,£88.06,£73.38
Doors & Accessories,Clifden,CFLG,Clifden - Light Grey,CFLG-3251200CPANPTKT,Half Height C Shape End Panel/Post Kit For 1200 wide island,325,1200,18,£155.45,£129.54
Doors & Accessories,Clifden,CFLG,Clifden - Light Grey,CFLG-325497,325 x 497 pan drawer,325,497,18,£34.49,£28.74
Doors & Accessories,Clifden,CFLG,Clifden - Light Grey,CFLG-325597,325 x 497 pan drawer,325,597,18,£42.85,£35.71
Doors & Accessories,Clifden,CFLG,Clifden - Light Grey,CFLG-325600LPANPTKT,Half Height L Shape Panel/Post Kit for base unit,325,600,18,£99.78,£83.15
Doors & Accessories,Clifden,CFLG,Clifden - Light Grey,CFLG-325797,325 x 497 pan drawer,325,797,18,£54.11,£45.09
Doors & Accessories,Clifden,CFLG,Clifden - Light Grey,CFLG-325897,325 x 497 pan drawer,325,897,18,£62.65,£52.21
Doors & Accessories,Clifden,CFLG,Clifden - Light Grey,CFLG-325900CPANPTKT,Half Height C Shape End Panel/Post Kit For 900 wide island,325,900,18,£144.05,£120.04
Doors & Accessories,Clifden,CFLG,Clifden - Light Grey,CFLG-325997,325 x 997 pan drawer,325,997,18,£73.42,£61.18
Doors & Accessories,Clifden,CFLG,Clifden - Light Grey,CFLG-325BASECRPOST,half height internal corner post: 325 x 70 x 70,325,70,70,£51.07,£42.56
Doors & Accessories,Clifden,CFLG,Clifden - Light Grey,CFLG-325EXTCRPOST,half height external corner post: 325 x 46 x 46,325,46,46,£44.26,£36.88
Doors & Accessories,Clifden,CFLG,Clifden - Light Grey,CFLG-3551197,355 x 1197 pan drawer,355,1197,18,£76.49,£63.74
Doors & Accessories,Clifden,CFLG,Clifden - Light Grey,CFLG-355497,355 x 497 pan drawer,355,497,18,£30.00,£25.00
Doors & Accessories,Clifden,CFLG,Clifden - Light Grey,CFLG-355597,355 x 597 pan drawer,355,597,18,£34.78,£28.98
Doors & Accessories,Clifden,CFLG,Clifden - Light Grey,CFLG-355797,355 x 797 pan drawer,355,797,18,£44.32,£36.93
Doors & Accessories,Clifden,CFLG,Clifden - Light Grey,CFLG-355897,355 x 897 pan drawer,355,897,18,£49.06,£40.88
Doors & Accessories,Clifden,CFLG,Clifden - Light Grey,CFLG-355997,355 x 997 pan drawer,355,997,18,£53.78,£44.82
Doors & Accessories,Clifden,CFLG,Clifden - Light Grey,CFLG-400597,400 x 597,400,597,18,£47.00,£39.17
Doors & Accessories,Clifden,CFLG,Clifden - Light Grey,CFLG-450597,450 x 597,450,597,18,£42.37,£35.31
Doors & Accessories,Clifden,CFLG,Clifden - Light Grey,CFLG-495397,495 x 397,495,397,18,£32.47,£27.06
Doors & Accessories,Clifden,CFLG,Clifden - Light Grey,CFLG-495497,495 x 497,495,497,18,£39.01,£32.51
Doors & Accessories,Clifden,CFLG,Clifden - Light Grey,CFLG-495597,495 x 597,495,597,18,£45.56,£37.97
Doors & Accessories,Clifden,CFLG,Clifden - Light Grey,CFLG-570297,570 x 297,570,297,18,£29.08,£24.23
Doors & Accessories,Clifden,CFLG,Clifden - Light Grey,CFLG-570397,570 x 397,570,397,18,£36.66,£30.55
Doors & Accessories,Clifden,CFLG,Clifden - Light Grey,CFLG-570447,570 x 447,570,447,18,£40.49,£33.74
Doors & Accessories,Clifden,CFLG,Clifden - Light Grey,CFLG-570497,570 x 497,570,497,18,£44.33,£36.94
Doors & Accessories,Clifden,CFLG,Clifden - Light Grey,CFLG-570597,570 x 597,570,597,18,£51.94,£43.28
Doors & Accessories,Clifden,CFLG,Clifden - Light Grey,CFLG-645597,645 x 597,645,597,18,£57.26,£47.72
Doors & Accessories,Clifden,CFLG,Clifden - Light Grey,CFLG-18MM6851108PAN,plain end panel: 685 x 1108 x 18,685,1108,18,£87.96,£73.30
Doors & Accessories,Clifden,CFLG,Clifden - Light Grey,CFLG-18MM6851200PAN,plain end panel: 685 x 1200 x 18,685,1200,18,£111.16,£92.63
Doors & Accessories,Clifden,CFLG,Clifden - Light Grey,CFLG-18MM685808PAN,plain end panel: 685 x 808 x 18,685,808,18,£76.37,£63.64
Doors & Accessories,Clifden,CFLG,Clifden - Light Grey,CFLG-6851200CPANPTKT,Full Height C Shape End Panel/Post Kit For 1200 wide island,685,1200,18,£188.22,£156.85
Doors & Accessories,Clifden,CFLG,Clifden - Light Grey,CFLG-685397,685 x 397,685,397,18,£56.94,£47.45
Doors & Accessories,Clifden,CFLG,Clifden - Light Grey,CFLG-685447,685 x 447,685,447,18,£63.73,£53.11
Doors & Accessories,Clifden,CFLG,Clifden - Light Grey,CFLG-685497,685 x 497,685,497,18,£70.10,£58.42
Doors & Accessories,Clifden,CFLG,Clifden - Light Grey,CFLG-685597,685 x 597,685,597,18,£81.16,£67.63
Doors & Accessories,Clifden,CFLG,Clifden - Light Grey,CFLG-685600LPANPTKT,Full Height L Shape Panel/Post Kit for base,685,600,18,£131.45,£109.54
Doors & Accessories,Clifden,CFLG,Clifden - Light Grey,CFLG-685900CPANPTKT,Full Height C Shape End Panel/Post Kit For 900 wide island,685,900,18,£166.73,£138.94
Doors & Accessories,Clifden,CFLG,Clifden - Light Grey,CFLG-685BASECRPOST,internal corner post: 685 x 70 x 70,685,70,70,£53.36,£44.47
Doors & Accessories,Clifden,CFLG,Clifden - Light Grey,CFLG-685EXTCRPOST,external corner post: 685 x 46 x 46,685,46,46,£35.28,£29.40
Doors & Accessories,Clifden,CFLG,Clifden - Light Grey,CFLG-715147SLAB,715 x 147,715,147,18,£18.77,£15.64
Doors & Accessories,Clifden,CFLG,Clifden - Light Grey,CFLG-715277,715 x 277,715,277,18,£33.07,£27.56
Doors & Accessories,Clifden,CFLG,Clifden - Light Grey,CFLG-715297,715 x 297,715,297,18,£34.84,£29.03
Doors & Accessories,Clifden,CFLG,Clifden - Light Grey,CFLG-715315,715 x 315,715,315,18,£36.74,£30.62
Doors & Accessories,Clifden,CFLG,Clifden - Light Grey,CFLG-715347,715 x 347,715,347,18,£39.60,£33.00
Doors & Accessories,Clifden,CFLG,Clifden - Light Grey,CFLG-715397,715 x 397,715,397,18,£44.41,£37.01
Doors & Accessories,Clifden,CFLG,Clifden - Light Grey,CFLG-715397PF,715 x 397 plain frame,715,397,18,£69.28,£57.73
Doors & Accessories,Clifden,CFLG,Clifden - Light Grey,CFLG-715447,715 x 447,715,447,18,£49.18,£40.98
Doors & Accessories,Clifden,CFLG,Clifden - Light Grey,CFLG-715497,715 x 497,715,497,18,£53.14,£44.28
Doors & Accessories,Clifden,CFLG,Clifden - Light Grey,CFLG-715497PF,715 x 497 plain frame,715,497,18,£82.30,£68.58
Doors & Accessories,Clifden,CFLG,Clifden - Light Grey,CFLG-715547,715 x 547,715,547,18,£57.86,£48.22
Doors & Accessories,Clifden,CFLG,Clifden - Light Grey,CFLG-715597,715 x 597,715,597,18,£62.59,£52.16
Doors & Accessories,Clifden,CFLG,Clifden - Light Grey,CFLG-715BASECRPOSTPR,internal corner posts: 715 x 70 x 18 (2no.),715,70,70,£37.54,£31.28
Doors & Accessories,Clifden,CFLG,Clifden - Light Grey,CFLG-30MMCRPOST,30mm corner post: 720 x 30 x 30,720,30,30,£30.97,£25.81
Doors & Accessories,Clifden,CFLG,Clifden - Light Grey,CFLG-825597,825 x 597,825,597,18,£71.76,£59.80
Doors & Accessories,Clifden,CFLG,Clifden - Light Grey,CFLG-825597FD,825 x 597 with cross rail - top panel height 307mm,825,597,18,£82.48,£68.73
Doors & Accessories,Clifden,CFLG,Clifden - Light Grey,CFLG-MANTLECORBALLRG,large mantle corbal: 850 x 150 x 448 includes 2 fixing brackets,850,450,150,£361.40,£301.17
Doors & Accessories,Clifden,CFLG,Clifden - Light Grey,CFLG-MANTLECORLRGKT,large mantle corbal: 850 x 150 x 448 includes 2 fi xing brackets,850,100,100,£361.40,£301.17
Doors & Accessories,Clifden,CFLG,Clifden - Light Grey,CFLG-895297,895 x 297,895,297,18,£43.34,£36.12
Doors & Accessories,Clifden,CFLG,Clifden - Light Grey,CFLG-895297FD,895 x 297 with cross rail - top panel height 307mm,895,297,18,£49.82,£41.52
Doors & Accessories,Clifden,CFLG,Clifden - Light Grey,CFLG-895397,895 x 397,895,397,18,£55.67,£46.39
Doors & Accessories,Clifden,CFLG,Clifden - Light Grey,CFLG-895397FD,895 x 397 with cross rail - top panel height 307mm,895,397,18,£63.98,£53.32
Doors & Accessories,Clifden,CFLG,Clifden - Light Grey,CFLG-895447,895 x 447,895,447,18,£62.65,£52.21
Doors & Accessories,Clifden,CFLG,Clifden - Light Grey,CFLG-895447FD,895 x 447 with cross rail - top panel height 307mm,895,447,18,£72.01,£60.01
Doors & Accessories,Clifden,CFLG,Clifden - Light Grey,CFLG-895497,895 x 497,895,497,18,£68.00,£56.67
Doors & Accessories,Clifden,CFLG,Clifden - Light Grey,CFLG-895497FD,895 x 497 with cross rail - top panel height 307mm,895,497,18,£78.17,£65.14
Doors & Accessories,Clifden,CFLG,Clifden - Light Grey,CFLG-895497PF,895 x 497 plain frame,895,497,18,£98.21,£81.84
Doors & Accessories,Clifden,CFLG,Clifden - Light Grey,CFLG-895597,895 x 597,895,597,18,£77.92,£64.93
Doors & Accessories,Clifden,CFLG,Clifden - Light Grey,CFLG-895597FD,895 x 597 with cross rail - top panel height 307mm,895,597,18,£92.33,£76.94
Doors & Accessories,Clifden,CFLG,Clifden - Light Grey,CFLG-18MM9001200BDPN,beaded end panel: 900 x 1200 x 18,900,1200,18,£148.56,£123.80
Doors & Accessories,Clifden,CFLG,Clifden - Light Grey,CFLG-18MM9001200PAN,plain end panel: 900 x 1200 x 18,900,1200,18,£117.18,£97.65
Doors & Accessories,Clifden,CFLG,Clifden - Light Grey,CFLG-18MM900650BDPN,beaded end panel: 900 x 650 x 18,900,650,18,£80.46,£67.05
Doors & Accessories,Clifden,CFLG,Clifden - Light Grey,CFLG-18MM900650PAN,plain end panel: 900 x 650 x 18,900,650,18,£63.46,£52.88
Doors & Accessories,Clifden,CFLG,Clifden - Light Grey,CFLG-900MODPILASTER,modular pilaster: 900 x 75 x 75,900,75,75,£64.73,£53.94
Doors & Accessories,Clifden,CFLG,Clifden - Light Grey,CFLG-18MM960360BDPN,beaded end panel: 960 x 360 x 18,960,360,18,£46.21,£38.51
Doors & Accessories,Clifden,CFLG,Clifden - Light Grey,CFLG-18MM960360PAN,plain end panel: 960 x 360 x 18,960,360,18,£35.68,£29.73
Doors & Accessories,Clifden,CFLG,Clifden - Light Grey,CFLG-980597,980 x 597,980,597,18,£85.33,£71.11
Doors & Accessories,Clifden,CFLG,Clifden - Light Grey,CFLG-1215497PF,1215 x 497 plain frame,1215,497,18,£140.48,£117.07
Doors & Accessories,Clifden,CFLG,Clifden - Light Grey,CFLG-1245297,1245 x 297,1245,297,18,£55.97,£46.64
Doors & Accessories,Clifden,CFLG,Clifden - Light Grey,CFLG-1245397,1245 x 397,1245,397,18,£72.61,£60.51
Doors & Accessories,Clifden,CFLG,Clifden - Light Grey,CFLG-1245497,1245 x 497,1245,497,18,£89.26,£74.38
Doors & Accessories,Clifden,CFLG,Clifden - Light Grey,CFLG-1245597,1245 x 597,1245,597,18,£105.85,£88.21
Doors & Accessories,Clifden,CFLG,Clifden - Light Grey,CFLG-1425297FD,1425 x 297 with cross rail - top panel height 307mm,1425,297,18,£95.20,£79.33
Doors & Accessories,Clifden,CFLG,Clifden - Light Grey,CFLG-1425597FD,1425 x 597 with cross rail - top panel height 307mm,1425,597,18,£163.07,£135.89
Doors & Accessories,Clifden,CFLG,Clifden - Light Grey,CFLG-1965297,1965 x 297,1965,297,18,£103.13,£85.94
Doors & Accessories,Clifden,CFLG,Clifden - Light Grey,CFLG-1965397,1965 x 397,1965,397,18,£134.08,£111.73
Doors & Accessories,Clifden,CFLG,Clifden - Light Grey,CFLG-1965497,1965 x 497,1965,497,18,£174.29,£145.24
Doors & Accessories,Clifden,CFLG,Clifden - Light Grey,CFLG-1965597,1965 x 597,1965,597,18,£188.88,£157.40
Doors & Accessories,Clifden,CFLG,Clifden - Light Grey,CFLG-28MMSHELF,flying shelf: 28 x 2400 x 325,2400,325,28,£200.83,£167.36
Doors & Accessories,Clifden,CFLG,Clifden - Light Grey,CFLG-18MM2430650BDPN,beaded tall end panel: 2430 x 650 x 18,2430,650,18,£231.34,£192.78
Doors & Accessories,Clifden,CFLG,Clifden - Light Grey,CFLG-18MM2430650PAN,plain end panel: 2430 x 650 x 18,2430,650,49,£182.80,£152.33
